Dataset,Algorithm,Number of classes,Train size,Test size,CV index,Train time [s],Prediction time [s],AUC,Accuracy,Precision,Recall,F1
lymphography,FPGA,4,130,18,1,0.8520722389221191,0.08422970771789551,0.8780129335684891,0.7777777777777778,0.7858585858585859,0.7777777777777778,0.7703703703703703
lymphography,FPGA,4,132,16,2,0.8528463840484619,0.08436846733093262,0.9335937500000001,0.875,0.875,0.875,0.875
lymphography,FPGA,4,133,15,3,0.8561935424804688,0.08494353294372559,0.7211805555555556,0.8,0.7523809523809523,0.8,0.7743589743589744
lymphography,FPGA,4,133,15,4,0.8528404235839844,0.08517599105834961,0.588888888888889,0.6,0.5777777777777777,0.6,0.5714285714285715
lymphography,FPGA,4,134,14,5,0.8530106544494629,0.08481454849243164,0.39583333333333337,0.14285714285714285,0.19047619047619047,0.14285714285714285,0.163265306122449
lymphography,FPGA,4,134,14,6,0.8498492240905762,0.08497881889343262,0.375,0.0,0.0,0.0,0.0
lymphography,FPGA,4,134,14,7,0.8572902679443359,0.08480262756347656,0.35416666666666663,0.14285714285714285,0.16326530612244897,0.14285714285714285,0.15238095238095237
lymphography,FPGA,4,134,14,8,0.8507380485534668,0.08477568626403809,0.46875,0.2857142857142857,0.673469387755102,0.2857142857142857,0.35102040816326524
lymphography,FPGA,4,134,14,9,0.8576774597167969,0.09172534942626953,0.29166666666666663,0.0,0.0,0.0,0.0
lymphography,FPGA,4,134,14,10,0.8515517711639404,0.08438682556152344,0.34375,0.21428571428571427,0.19047619047619047,0.21428571428571427,0.20168067226890757
